N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,7839,0,0.25480959561251515,0.10564511999999872,0.4062,0.1084,0.10095518367346704,0.024523183673468528,0.41500186604542294,0.04872460286573251
150000,5000,6067,0,0.2255234600035353,0.09846375999999837,0.4143,0.1299,0.09645567346938501,0.027993795918367148,0.1569653215550311,-0.12702276395176806
150000,5000,6506,0,0.2166684682223896,0.10127391999999824,0.4005,0.141,0.09647689795918139,0.03393012244897996,0.2895132252456916,0.2849557946710717
150000,5000,8558,0,0.15517728187908075,0.10431671999999863,0.401,0.1679,0.09913999999999727,0.05344114285714336,0.3935969042072623,1.5582956744037892
150000,5000,10004,0,0.15032425318171805,0.09815863999999855,0.3766,0.1561,0.09519126530612045,0.049816571428571786,0.48439515098982266,1.5718565698578957
150000,5000,8132,0,0.16780422598211264,0.10645223999999878,0.4045,0.1043,0.09933485714285506,0.052384244897958794,0.3663919316667019,4.569195754181013
150000,5000,8977,0,0.15098598919510264,0.10264751999999876,0.4031,0.1379,0.09779061224489556,0.0536433469387766,0.3175067945373426,2.716574486340428
150000,5000,6466,0,0.07187970870692872,0.10627839999999801,0.4147,0.2023,0.10293534693877278,0.08111355102040939,0.4097681421539119,2.9146752752322147
150000,5000,4759,0,0.09200970820978327,0.10097255999999835,0.4269,0.1944,0.10106383673469103,0.06685061224489783,0.221365880677427,1.9784055778096896
150000,5000,8710,0,0.30963114836152006,0.09531575999999861,0.3718,0.0994,0.09326367346938567,0.0072272653061225154,0.452854696854444,-2.4651792568275055
150000,5000,3321,0,0.11847918059221885,0.09718263999999842,0.4098,0.194,0.09635624489795629,0.05683126530612236,0.1949473527526894,1.1429876438777082
150000,5000,5157,0,0.047753576188483304,0.09849783999999868,0.4015,0.2309,0.09780008163265048,0.08123861224489694,0.33376221393648453,2.1093913048664685
150000,5000,12887,0,0.24034955783541156,0.09674479999999887,0.3744,0.146,0.09435453061224344,0.024147918367346363,0.4720887413939504,-0.948390045313141
150000,5000,12375,0,0.16487260407591464,0.09819167999999813,0.3739,0.1145,0.0936392653061204,0.04715306122449037,0.4462202139004598,3.089043556812269
150000,5000,12536,0,0.13687989728018068,0.09625223999999868,0.3675,0.0994,0.0958753469387732,0.05027420408163231,0.6176704385043131,4.626320866232104
150000,5000,9150,0,0.08898362451254282,0.09396247999999846,0.3671,0.1592,0.09504457142856963,0.06216873469387764,0.5851902888534883,2.742101087898429
150000,5000,6080,0,0.09794725256761694,0.1075084799999986,0.4331,0.1845,0.10398546938775259,0.07266840816326525,0.2764738825111285,2.797955620157117
150000,5000,7964,0,0.16511545932087623,0.1072287999999984,0.4116,0.1258,0.10273240816326275,0.05094106122449039,0.43235990777482763,2.9770808736046668
150000,5000,11148,0,0.3067062190096359,0.0969801599999993,0.3779,0.0921,0.09567012244897762,0.007238612244898018,0.4909232399780835,-2.3681867883551977
150000,5000,9587,0,0.20643404073202565,0.1058539999999987,0.4105,0.1107,0.10312106122448747,0.03613583673469366,0.45887945319153034,1.6900741274514997
150000,5000,7516,0,0.16645200904258461,0.10034807999999816,0.4096,0.086,0.09982906122448723,0.04358865306122541,0.33600884069010445,4.641479540203588
150000,5000,8531,0,0.15763750794475084,0.10164079999999845,0.4006,0.1231,0.09621967346938569,0.051699510204082595,0.27798625010289485,3.223395047677264
150000,5000,8968,0,0.1676041494509033,0.09782255999999881,0.401,0.1029,0.09684693877550754,0.04263028571428601,0.2997306722081339,3.1285414269743392
150000,5000,9664,0,0.17094856787098833,0.09831183999999833,0.3931,0.0979,0.09551918367346665,0.04369371428571496,0.3239532618028968,3.652365321247244
150000,5000,9144,0,0.32993252676218265,0.10020151999999866,0.3998,0.0098,0.09744081632652796,0.003529387755102047,0.33601235661448664,2.1782401672243354
150000,5000,11013,0,0.3319154639836194,0.09328599999999937,0.3812,0.0001,0.0935342040816306,4.971428571428572e-05,0.3629823683302974,1.648225800167611
150000,5000,8700,0,0.21896873937677963,0.09851735999999832,0.4031,0.1346,0.10052187755101819,0.025724408163265093,0.42872887489277206,-0.5266796728302676
150000,5000,7916,0,0.0820852472303385,0.09893263999999874,0.3975,0.1781,0.09439314285714062,0.07345265306122493,0.23330554294299363,3.102084977447138
150000,5000,8219,0,0.22513420731315903,0.11355151999999791,0.4141,0.112,0.10309289795918139,0.04054391836734774,0.4219168698193323,2.272785141100445
150000,5000,6328,0,0.11031781030698162,0.10154863999999804,0.4319,0.1496,0.1021972244897929,0.060541795918368134,0.21945573421764447,2.974261593782797
150000,5000,9005,0,0.1789033207367574,0.10635831999999819,0.4108,0.1336,0.10308971428571143,0.04506571428571465,0.45461569892558956,1.8693511739996291
150000,5000,5601,0,0.22372938410047505,0.09712471999999854,0.3814,0.0854,0.0962497959183653,0.026971999999999975,0.47774081615571656,1.5151589307003597
150000,5000,7776,0,0.16392477629249658,0.09992663999999832,0.3721,0.1112,0.09096424489795728,0.05259518367346859,0.3481043586663726,4.090645441006331
150000,5000,7208,0,0.1363702501932128,0.09138511999999871,0.3837,0.1,0.09099371428571179,0.04790979591836675,0.2280632961336641,4.189536605833274
150000,5000,6350,0,0.17226271659250314,0.10077103999999851,0.4108,0.1373,0.09955387755101783,0.04275542857142924,0.31332674900725127,1.4447070945038907
150000,5000,7398,0,0.11385410586383837,0.10160255999999807,0.3965,0.1807,0.09856987755101779,0.06309346938775531,0.4160490682457981,2.0647380776266906
150000,5000,8799,0,0.33610110517853253,0.10024263999999818,0.3885,0.087,0.09608644897958929,0.0035332244897958625,0.3951435924925324,-2.9893972396665216
150000,5000,8463,0,0.22179514387835453,0.09483423999999853,0.3905,0.0962,0.09517861224489589,0.025627999999999783,0.3361920483285686,0.7064977932682021
150000,5000,10569,0,0.09791950351774636,0.0998539199999985,0.3939,0.1522,0.09812751020407917,0.06595787755102035,0.4245476423757761,3.444402474323962
150000,5000,7258,0,0.1504104063348075,0.10885447999999756,0.4351,0.1903,0.10231191836734387,0.05846832653061223,0.1952160759403258,1.3774465877676778
150000,5000,6032,0,0.20418324475278216,0.10170767999999834,0.3968,0.0925,0.0979222040816302,0.03651028571428633,0.3861712649808229,2.8068557865945447
150000,5000,4095,0,0.18514105986249818,0.10012727999999824,0.4157,0.1858,0.10032261224489501,0.03736497959183637,0.29679429688428055,-0.36326294751923066
150000,5000,6434,0,0.10235794081877303,0.09934159999999916,0.4015,0.1517,0.09831926530611981,0.0634670204081626,0.3549885002776105,3.1986225898434646
150000,5000,7811,0,0.10223931710200374,0.10806247999999825,0.4071,0.1655,0.10397110204081414,0.07206008163265225,0.5275911877981169,3.4785196235929994
150000,5000,9361,0,0.34234915161163837,0.0992513599999991,0.3677,0.1049,0.0930555102040792,0.004195999999999928,0.48946737254795014,-3.001296214854943
150000,5000,8599,0,0.16594141448286437,0.10504751999999905,0.4158,0.1569,0.10174016326530361,0.048551755102040545,0.3518050725137436,1.4130360763836751
150000,5000,4530,0,0.07724652329842796,0.1035259199999981,0.438,0.249,0.10372465306122115,0.07363289795918318,0.22260748101881384,1.1888497475903275
150000,5000,8136,0,0.09907573235062428,0.1002809599999985,0.406,0.164,0.09828465306122189,0.06611812244897962,0.3090387295633359,2.9497062366624434
150000,5000,9897,0,0.24078052985447984,0.09625247999999864,0.3853,0.1096,0.09247355102040597,0.02531804081632567,0.27494277340860407,0.12694684205808915
150000,5000,6852,0,0.28923902280601854,0.10310287999999859,0.4099,0.0996,0.09867510204081352,0.015006693877551072,0.2868685663806144,-1.1885776166978184
150000,5000,5833,0,0.2354833617764175,0.10262607999999868,0.4041,0.1868,0.09778326530611975,0.029226693877550794,0.30735444275785745,-1.0954091605612868
150000,5000,10968,0,0.1454011545306222,0.1037995999999983,0.4111,0.1268,0.10168416326530327,0.05320832653061163,0.3954862076027134,3.2178108451801104
150000,5000,5529,0,0.15783944506492675,0.09489863999999841,0.3857,0.0978,0.09156473469387527,0.046485306122450214,0.23218061787447236,4.127207866049771
150000,5000,4384,0,0.05661927541476264,0.10655887999999779,0.4377,0.2454,0.10426334693877211,0.0860144489795907,0.24547568495378866,2.0877855259576164
150000,5000,5885,0,0.1284252924308822,0.09968887999999795,0.421,0.151,0.09670318367346667,0.05729248979591903,0.10579618187450686,2.560055684544272
150000,5000,6329,0,0.10912688354413369,0.10005383999999883,0.4079,0.154,0.0972373061224463,0.06349322448979586,0.24838161427338232,3.099078125525036
150000,5000,7180,0,0.140081923742301,0.09845639999999845,0.3901,0.1371,0.09556620408163022,0.05295722448979645,0.35660308397991486,2.6717177661261764
150000,5000,10834,0,0.22045918885759486,0.10665095999999857,0.3982,0.1275,0.10192604081632435,0.034315755102041025,0.5369785222563899,0.7519733400389363
150000,5000,8205,0,0.17195407662639572,0.09820991999999885,0.3969,0.1058,0.09730432653060998,0.04147640816326553,0.359596907281894,2.764197332919403
150000,5000,6638,0,0.11445238412046677,0.10074639999999847,0.4101,0.1668,0.09982114285714017,0.060285714285714095,0.3308144218889276,2.265513089816171
150000,5000,5845,0,0.24634740866627136,0.09967639999999828,0.3973,0.0908,0.09827289795918111,0.02227355102040815,0.3955629089575185,0.3609517364728358
150000,5000,9638,0,0.22198639941379839,0.09406527999999888,0.3842,0.0978,0.09284963265305864,0.026929224489796,0.3022887484105486,0.8530297387483832
150000,5000,10799,0,0.3436622061363306,0.1028579999999989,0.3946,0.0,0.10048595918367138,0.0,0.5154016669718219,nan
150000,5000,12197,0,0.18335728203311064,0.10315311999999888,0.3832,0.1268,0.09587910204081436,0.04649420408163316,0.44240658080909034,2.3501398785826684
150000,5000,7724,0,0.09833751963029291,0.10326183999999815,0.4369,0.1493,0.1041949387755074,0.06534734693877585,0.2500652789242637,3.5152146592910483
150000,5000,8389,0,0.1560851791481589,0.1033249599999986,0.4091,0.1959,0.10099551020407879,0.04985404081632679,0.387702039822769,0.5122608128216084
150000,5000,7280,0,0.1347977461873957,0.09994415999999813,0.4061,0.1993,0.09851183673469129,0.05388873469387818,0.3172433140946172,0.7731067763621443
150000,5000,6012,0,0.15498004575228919,0.09786919999999877,0.3891,0.1418,0.09573159183673234,0.04747681632653069,0.3739139626669198,1.8285868081295273
150000,5000,8253,0,0.10237300963739804,0.10323247999999882,0.3966,0.1829,0.0999194285714263,0.0681983673469378,0.4708763602600125,2.4536236564343477
150000,5000,5972,0,0.1211683644491035,0.09957343999999918,0.4063,0.1836,0.10005722448979314,0.056044734693877454,0.3777190697953088,1.344753818943021
150000,5000,8084,0,0.12378767971333515,0.10464271999999812,0.4123,0.1569,0.10258824489795661,0.06059069387755118,0.41966470702269976,2.6709801467719996
150000,5000,7292,0,0.19547282022535806,0.09641479999999818,0.3945,0.1317,0.09602530612244671,0.03374481632653091,0.3308586503035952,0.5403286128688038
150000,5000,6864,0,0.31490843420070747,0.10007463999999808,0.4157,0.1056,0.1000574693877524,0.0042239999999999275,0.2863242084434304,-3.001357028620243
150000,5000,10854,0,0.2326118127145933,0.0987912799999986,0.3855,0.0903,0.09586081632652828,0.027148326530611933,0.4171268244133068,1.2668855881906769
150000,5000,6227,0,0.23621575769852687,0.11143023999999822,0.4341,0.1704,0.10587183673469172,0.031820408163265985,0.3387296672017879,-0.5987296019195771
150000,5000,6705,0,0.15408470164791044,0.09783159999999862,0.4,0.0978,0.09561061224489546,0.047805632653061425,0.25890577649918006,4.348263613751527
150000,5000,8848,0,0.13499193219715888,0.10040191999999856,0.4077,0.1174,0.09869926530612033,0.0543387755102047,0.3091635807111538,3.9253617673601733
150000,5000,6473,0,0.15922467836273346,0.0977326399999981,0.4094,0.1449,0.09939787755101799,0.04237134693877563,0.32067456480652096,1.1337109093108688
150000,5000,10086,0,0.13003478581740124,0.09591735999999866,0.3797,0.119,0.09480595918367121,0.0528793469387756,0.4338688140966764,3.6226145926792035
150000,5000,12306,0,0.14810925002560238,0.09334399999999832,0.3738,0.0951,0.09209648979591599,0.04642497959183693,0.37957498445401766,4.337380325134322
150000,5000,8719,0,0.3517030842768014,0.09563999999999867,0.3678,0.0003,0.09170734693877378,3.3387755102040815e-05,0.4281740060769192,-1.0362090669391946
150000,5000,4103,0,0.08138246656089398,0.0995440799999986,0.4096,0.209,0.09729599999999755,0.07182628571428541,0.23449361836476862,1.9751025055950575
150000,5000,6941,0,0.1205787507106928,0.09534791999999816,0.4063,0.1553,0.09640106122448705,0.05325551020408122,0.23000515241779274,1.9618188070283933
150000,5000,9081,0,0.10743186359655832,0.10463319999999886,0.4166,0.1493,0.1022221224489773,0.06644244897959185,0.3630832324293462,3.6354537226933266
150000,5000,8474,0,0.18789881700635291,0.10461311999999852,0.4147,0.1277,0.10169085714285457,0.04134563265306178,0.36050672108769194,1.6471584883910093
150000,5000,7193,0,0.12700808178511458,0.09883127999999855,0.3934,0.1462,0.09650677551020186,0.05660465306122499,0.362119170778294,2.686951777521956
150000,5000,5516,0,0.21233400686146253,0.09677303999999819,0.4093,0.094,0.09741648979591588,0.02833240816326585,0.24218376474109815,1.2795490857793819
150000,5000,6743,0,0.14880269908375765,0.1033034399999981,0.4021,0.1264,0.10077861224489512,0.05230530612244912,0.4493888223307784,3.1224785166892732
150000,5000,9867,0,0.0824151091506492,0.09988415999999894,0.3851,0.1812,0.09615355102040611,0.07319404081632629,0.43384349045892084,2.9630681511845203
150000,5000,6874,0,0.1673416559009162,0.10262887999999845,0.4082,0.1576,0.09935820408163014,0.04705102040816342,0.33079448146372936,1.2343995655289606
150000,5000,9970,0,0.19582213483319144,0.10414503999999793,0.3919,0.1099,0.09701126530611995,0.04306163265306174,0.39866077828537083,2.7612183647314765
150000,5000,8043,0,0.21856659183135052,0.1000034399999986,0.3978,0.0979,0.09665689795918084,0.03160204081632656,0.32377745696678056,1.629977278196178
150000,5000,5213,0,0.1336244148466056,0.10043615999999811,0.4281,0.1565,0.09915265306122154,0.05436457142857151,0.13718750144339986,2.034923296811586
150000,5000,7216,0,0.11058713186821323,0.09973167999999777,0.4188,0.1593,0.0985552653061193,0.061184816326530826,0.19819810915164598,2.636822059334658
150000,5000,10065,0,0.3024165574066132,0.10227647999999857,0.4021,0.0572,0.10097183673469153,0.008588163265306042,0.4572768269673105,-1.1943598970402283
150000,5000,8725,0,0.1861318603691391,0.1075283199999988,0.4308,0.1621,0.10574351020407867,0.0418182857142866,0.36450620961350455,0.5693243695944783
150000,5000,6927,0,0.09034764996203404,0.1060684799999983,0.4193,0.1954,0.10604751020407929,0.07093355102040828,0.486910946235701,2.292262759753125
150000,5000,7642,0,0.11540013954046413,0.10248623999999802,0.4102,0.1794,0.0995430204081604,0.06301624489795954,0.3187106578812633,2.099143595004254
150000,5000,10632,0,0.17585050489035703,0.10100783999999878,0.3853,0.1082,0.09931208163265083,0.04228000000000005,0.5662744305918044,2.743602945868676
150000,5000,7389,0,0.1311257325295887,0.09757335999999822,0.3837,0.1259,0.0951751020408142,0.054726857142856786,0.4069388629743117,3.4645461859654874
150000,5000,7263,0,0.10682957134190152,0.10086991999999886,0.4076,0.1827,0.0999998367346914,0.06279673469387752,0.36251585402298925,1.9754618616939166
150000,5000,9551,0,0.13455479029697737,0.09808527999999817,0.3806,0.1421,0.0946324081632636,0.055007673469388556,0.41669348879544166,2.6856774302016513
150000,5000,6450,0,0.09889205149111502,0.09174575999999866,0.3741,0.1961,0.08956391836734487,0.060901877551019286,0.26521355518520734,1.4320081885462486
150000,5000,6484,0,0.17944956202485496,0.09952223999999821,0.3874,0.1581,0.09615681632652824,0.042319673469387475,0.40965154537467363,0.7282962774874452
150000,5000,9255,0,0.2669196740347518,0.10366807999999798,0.404,0.1038,0.10148767346938518,0.018483673469387396,0.45885200574968915,-0.7399876834060651
150000,5000,6387,0,0.17675485779592404,0.09687735999999904,0.3883,0.1288,0.09530530612244681,0.0402434285714291,0.3642134886079552,1.4616490099996549
150000,5000,12297,0,0.3317963742799991,0.09545799999999849,0.3749,0.0001,0.09578065306122216,7.836734693877551e-06,0.5290112740590974,-0.8719070794312416
150000,5000,11641,0,0.17714510259432237,0.0972589599999989,0.3808,0.101,0.09433755102040609,0.04163551020408188,0.4018405013931457,3.094693922698762
150000,5000,11744,0,0.1817820007273797,0.1016418399999988,0.3691,0.1096,0.09469183673469196,0.046053551020408645,0.5464801023986241,3.225912564534082
150000,5000,10523,0,0.31835473561124084,0.10169023999999884,0.3979,0.11,0.1007276734693852,0.004428653061224414,0.490709138065095,-2.9974549072500936
150000,5000,8300,0,0.11583653243907344,0.10310183999999833,0.3914,0.1853,0.0990181224489773,0.0643729795918367,0.48801482766684423,2.0359213926773134
150000,5000,7303,0,0.19748040451040794,0.09633679999999861,0.3755,0.1193,0.09235942857142682,0.0367653061224488,0.37276145924025,1.3913387028155746
150000,5000,7510,0,0.11834135737282514,0.10340743999999924,0.4102,0.1628,0.10042008163265075,0.06262506122448976,0.353808481381051,2.646599132946712
